Unnamed: 0,Year,Life_expectancy,Adult_Mortality,Alcohol,Percentage_expenditure,Hepatitis_B,Measles,BMI,Under_five_deaths,Polio,Total_expenditure,Diphtheria,Incidents_HIV,GDP,Population,Thinness_ten_nineteen_years,Thinness_five_nine_years,Income_composition_of_resources,Schooling,Region_Africa,Region_Asia,Region_Europe,Region_North America,Region_Oceania,Region_South America,Status_Developed
324,2011,76.9,92.0,4.64,0.005869469804624816,88.0,10,53.7,0.0,89.0,0.6939078751857356,88.0,0.1,0.003609380379292774,0.2604848545020575,2.6,2.5,0.711,13.4,0,0,1,0,0,0,0
325,2010,76.4,94.0,4.54,0.4648805699019533,89.0,45,53.1,0.0,93.0,0.6842496285289748,89.0,0.1,0.31114241924299463,0.026286237317022898,2.6,2.6,0.717,13.3,0,0,1,0,0,0,0
326,2009,76.1,97.0,4.75,0.47567165133740397,9.0,22,52.6,0.0,93.0,0.6887072808320951,93.0,0.1,0.3169757150592481,0.26455902709639717,2.7,2.7,0.716,13.3,0,0,1,0,0,0,0
327,2008,76.0,98.0,5.13,0.04870595188147677,88.0,8,52.1,0.0,92.0,0.6099554234769687,91.0,0.1,0.03871807799992835,0.2657621564755978,2.8,2.7,0.71,13.1,0,0,1,0,0,0,0
328,2007,75.4,16.0,5.16,0.006076859276910757,94.0,166,51.5,0.0,95.0,0.5943536404160474,95.0,0.1,0.028119557387556435,0.00026409812643563637,2.8,2.8,0.703,12.9,0,0,1,0,0,0,0
329,2006,75.7,1.0,4.82,0.02821055707316595,9.0,17,51.0,0.0,91.0,0.5876671619613669,87.0,0.1,0.02312684723386979,0.26688273753666925,2.9,2.8,0.697,12.7,0,0,1,0,0,0,0
330,2005,75.0,12.0,4.56,0.033711501075435225,93.0,23,5.5,0.0,95.0,0.6040118870728083,93.0,0.1,0.20024239319541726,0.026700673655004382,2.9,2.9,0.0,12.5,0,0,1,0,0,0,0
331,2004,75.5,99.0,4.25,0.002566269896898234,36.0,28,49.9,0.0,87.0,0.6708766716196137,84.0,0.1,0.017816328260176154,0.2670111852617993,3.0,3.0,0.0,12.3,0,0,1,0,0,0,0
332,2003,75.2,12.0,4.14,0.02939862008774659,6.0,18,49.4,0.0,87.0,0.562407132243685,87.0,0.1,0.1493720464951508,0.26686713173828897,3.0,3.0,0.0,12.1,0,0,1,0,0,0,0
333,2002,75.4,11.0,3.84,0.11145830364170949,6.0,28,48.8,0.0,86.0,0.5,93.0,0.1,0.11878323137321463,0.02666070586367749,3.1,3.1,0.0,11.9,0,0,1,0,0,0,0
334,2001,74.9,113.0,3.85,0.10567286619955278,6.0,0,48.2,0.0,92.0,0.5044576523031203,91.0,0.1,0.10277821749348572,0.26630482869529243,3.2,3.2,0.0,11.6,0,0,1,0,0,0,0
335,2000,74.6,116.0,3.64,0.12213433422906796,6.0,43,47.6,0.0,87.0,0.5594353640416048,85.0,0.1,0.09854912031293557,0.026596376079403995,3.3,3.2,0.0,12.4,0,0,1,0,0,0,0
336,2015,65.7,256.0,0.01,0.0,95.0,0,37.9,2.0,96.0,0.0636775631500743,95.0,0.1,0.44081421895062406,0.01618222431774592,6.4,6.1,0.698,12.6,1,0,0,0,0,0,0
337,2014,65.1,268.0,0.01,0.488784189223621,95.0,1,37.3,2.0,96.0,0.37444279346210996,95.0,0.1,0.5059553603448123,0.15313023716647287,6.7,6.4,0.697,12.6,1,0,0,0,0,0,0
338,2013,64.2,286.0,0.01,0.000824331124280945,95.0,1,36.8,2.0,96.0,0.4063893016344725,95.0,0.1,0.005125944187559193,0.015028383840216961,7.0,6.7,0.693,12.6,1,0,0,0,0,0,0
339,2012,63.4,3.0,0.01,0.009464796306972457,95.0,7,36.2,3.0,96.0,0.438335809806835,95.0,0.1,0.04910670966008717,0.020427425164018,7.3,7.0,0.687,12.5,1,0,0,0,0,0,0
340,2011,62.2,325.0,5.76,0.4933225305305555,95.0,8,35.7,3.0,96.0,0.362555720653789,95.0,0.1,0.515907799279875,0.017745769963611657,7.7,7.4,0.678,12.4,1,0,0,0,0,0,0
341,2010,61.1,349.0,5.99,0.4034142526744127,95.0,853,35.2,3.0,96.0,0.39153046062407126,95.0,0.1,0.4282265717292373,0.015170248315085729,8.0,7.8,0.669,12.3,1,0,0,0,0,0,0
342,2009,59.2,393.0,5.01,0.3147334737811852,94.0,184,34.7,3.0,96.0,0.44725111441307575,96.0,0.1,0.34990245105879236,0.13980592177201653,8.4,8.2,0.661,12.2,1,0,0,0,0,0,0
343,2008,57.5,427.0,6.56,0.3516628266556858,94.0,0,34.2,3.0,96.0,0.38484398216939075,96.0,0.1,0.37944204935359893,0.13743814790102366,8.8,8.6,0.646,12.1,1,0,0,0,0,0,0
344,2007,56.9,436.0,6.21,0.37800916025440423,93.0,1,33.7,3.0,96.0,0.32243684992570576,96.0,0.1,0.3855909202102894,0.13518293349889132,9.2,9.0,0.63,12.1,1,0,0,0,0,0,0
345,2006,54.8,491.0,6.45,0.05628129180785278,93.0,6,33.2,3.0,96.0,0.33878157503714706,96.0,0.1,0.36264738160540183,0.13305207118249512,9.6,9.4,0.61,11.9,1,0,0,0,0,0,0
346,2005,51.7,143.0,6.37,0.4644780749321145,92.0,5,32.7,3.0,96.0,0.3900445765230312,96.0,0.1,0.3610746485847105,0.13104760877153204,1.0,9.9,0.593,11.9,1,0,0,0,0,0,0
347,2004,48.1,143.0,4.9,0.3462940372706179,91.0,1,32.2,4.0,96.0,0.3855869242199108,96.0,0.1,0.330386256773486,0.012915316370842634,1.5,1.4,0.58,11.8,1,0,0,0,0,0,0
348,2003,46.4,143.0,5.51,0.22076860773198984,9.0,59,31.6,4.0,96.0,0.3179791976225855,96.0,0.1,0.28091681478924574,0.013014600318909079,1.9,1.8,0.567,11.8,1,0,0,0,0,0,0
349,2002,46.0,143.0,6.41,0.004668070602421215,88.0,7,31.1,4.0,97.0,0.4531946508172362,97.0,0.1,0.023889328029381065,0.12568804093775174,11.4,11.3,0.558,11.9,1,0,0,0,0,0,0
350,2001,46.7,143.0,5.48,0.22636262374543312,87.0,1,3.5,4.0,97.0,0.3982169390787519,97.0,0.1,0.2110799579875031,0.12392140806952531,11.8,11.8,0.56,11.8,1,0,0,0,0,0,0
351,2000,47.8,143.0,5.37,0.18502031534640906,86.0,16,29.9,4.0,97.0,0.31723625557206536,97.0,0.1,0.22597701672806209,0.012202180814994107,12.3,12.2,0.559,11.7,1,0,0,0,0,0,0
352,2015,75.0,142.0,0.01,0.0,96.0,214,56.1,47.0,98.0,0.0636775631500743,96.0,0.1,0.5909665395324247,0.18332816317705244,2.7,2.6,0.754,15.2,0,0,0,0,0,1,0
353,2014,74.8,144.0,7.32,0.061329863056722125,96.0,876,55.3,49.0,96.0,0.5906389301634473,93.0,0.1,0.08267825719752547,0.04337550453157784,2.7,2.7,0.747,15.2,0,0,0,0,0,1,0
354,2013,74.7,146.0,7.24,0.6757049179028021,96.0,220,54.5,52.0,96.0,0.6025260029717682,97.0,0.1,0.8244812053023416,0.15878356120505857,2.8,2.7,0.734,14.2,0,0,0,0,0,1,0
355,2012,74.5,148.0,7.55,0.6218147817088335,96.0,2,53.6,54.0,96.0,0.5861812778603268,95.0,0.1,0.8295111578497697,0.018144318045323616,2.8,2.8,0.73,14.2,0,0,0,0,0,1,0
356,2011,74.1,152.0,7.58,0.8001342417586029,98.0,43,52.8,57.0,98.0,0.6337295690936107,99.0,0.1,0.888638046966247,0.04337550453157784,2.9,2.8,0.724,14.0,0,0,0,0,0,1,0
357,2010,73.8,154.0,7.52,0.8194492350495238,96.0,68,52.0,61.0,99.0,0.5869242199108469,99.0,0.1,0.7574718814618693,0.04337550453157784,2.9,2.9,0.716,13.8,0,0,0,0,0,1,0
358,2009,73.6,157.0,7.33,0.4163083798975427,99.0,0,51.1,64.0,99.0,0.6151560178306092,99.0,0.1,0.577205627180902,0.04337550453157784,3.0,2.9,0.714,13.8,0,0,0,0,0,1,0
359,2008,73.4,158.0,7.21,0.3881780678623185,96.0,0,5.3,68.0,99.0,0.5846953937592868,99.0,0.1,0.5930151472467771,0.04337550453157784,3.0,3.0,0.704,13.3,0,0,0,0,0,1,0
360,2007,73.3,159.0,7.19,0.2912431229995736,99.0,0,49.4,73.0,99.0,0.5876671619613669,99.0,0.1,0.4935223022789756,0.04337550453157784,3.1,3.0,0.7,13.5,0,0,0,0,0,1,0
361,2006,73.0,161.0,7.1,0.022347530677972016,99.0,57,48.6,3.5,99.0,0.5936106983655274,99.0,0.1,0.03944901461510304,0.04337550453157784,3.1,3.1,0.698,13.8,0,0,0,0,0,1,0
362,2005,72.7,163.0,6.97,0.017524566619104318,98.0,6,47.8,3.5,99.0,0.5869242199108469,99.0,0.1,0.0320944343215056,0.04337550453157784,3.2,3.1,0.694,13.8,0,0,0,0,0,1,0
363,2004,72.0,17.0,6.85,0.13761504306798336,96.0,0,46.9,3.5,99.0,0.5445765230312035,99.0,0.1,0.24445663672389376,0.04337550453157784,3.2,3.2,0.695,14.0,0,0,0,0,0,1,0
364,2003,71.8,172.0,6.95,0.011694360749401438,97.0,2,46.1,3.5,99.0,0.4881129271916791,99.0,0.1,0.024157233086612318,0.04337550453157784,3.3,3.3,0.699,14.8,0,0,0,0,0,1,0
365,2002,71.4,176.0,7.0,0.10396767865809015,92.0,1,45.3,3.5,99.0,0.5022288261515602,99.0,0.1,0.19020153350968733,0.12817141069991442,3.3,3.3,0.692,14.6,0,0,0,0,0,1,0
366,2001,71.0,179.0,7.13,0.11023434060919966,91.0,1,44.5,3.5,99.0,0.5066864784546805,98.0,0.1,0.21229311999341496,0.12551955480682248,3.4,3.4,0.685,14.3,0,0,0,0,0,1,0
367,2000,75.0,183.0,7.26,0.13235604407126783,94.0,36,43.7,3.5,99.0,0.5148588410104011,98.0,0.1,0.2522620538061335,0.04337550453157784,3.4,3.4,0.677,14.1,0,0,0,0,0,1,0
368,2015,77.7,78.0,0.01,0.0,99.0,4,41.2,0.0,99.0,0.0636775631500743,99.0,0.1,0.26770349735088356,2.8951933646687405e-05,5.7,5.1,0.864,14.9,0,1,0,0,0,0,0
369,2014,77.6,8.0,0.01,0.19847999947587877,99.0,1,4.2,0.0,99.0,0.16939078751857356,99.0,0.1,0.28066070802990933,2.8951933646687405e-05,5.7,5.2,0.863,15.0,0,1,0,0,0,0,0
370,2013,77.1,84.0,0.01,0.0531167752395233,98.0,0,39.2,0.0,99.0,0.16641901931649328,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,5.8,5.2,0.86,14.9,0,1,0,0,0,0,0
371,2012,78.3,79.0,0.01,0.0531167752395233,99.0,1,38.2,0.0,99.0,0.14338781575037146,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,5.8,5.3,0.852,14.4,0,1,0,0,0,0,0
372,2011,77.4,79.0,0.97,0.21811812885677878,93.0,4,37.2,0.0,99.0,0.13967310549777118,97.0,0.1,0.3182834956345012,2.8951933646687405e-05,5.9,5.4,0.846,14.1,0,1,0,0,0,0,0
373,2010,76.9,79.0,0.88,0.0531167752395233,96.0,0,36.2,0.0,99.0,0.17533432392273401,95.0,0.1,0.08398797359132985,2.8951933646687405e-05,5.9,5.4,0.845,14.2,0,1,0,0,0,0,0
374,2009,76.8,88.0,0.25,0.0531167752395233,96.0,2,35.2,0.0,99.0,0.18424962852897475,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,6.0,5.5,0.841,14.1,0,1,0,0,0,0,0
375,2008,77.2,84.0,0.67,0.0531167752395233,96.0,3,34.2,0.0,97.0,0.13818722139673106,98.0,0.1,0.08398797359132985,2.8951933646687405e-05,6.1,5.6,0.84,14.2,0,1,0,0,0,0,0
376,2007,76.0,1.0,0.85,0.0531167752395233,97.0,0,33.2,0.0,95.0,0.14487369985141157,99.0,0.1,0.08398797359132985,2.8951933646687405e-05,6.2,5.7,0.84,14.3,0,1,0,0,0,0,0
377,2006,76.3,93.0,0.67,0.01841808331239046,99.0,0,32.2,0.0,94.0,0.13893016344725112,97.0,0.1,0.026815180229769326,2.8951933646687405e-05,6.3,5.8,0.837,14.3,0,1,0,0,0,0,0
378,2005,76.2,92.0,0.16,0.13253085839679535,99.0,9,31.2,0.0,93.0,0.1671619613670134,94.0,0.1,0.17619503155546226,2.8951933646687405e-05,6.4,5.9,0.834,14.1,0,1,0,0,0,0,0
379,2004,76.4,89.0,0.11,0.0531167752395233,99.0,16,3.1,0.0,92.0,0.20282317979197623,92.0,0.1,0.08398797359132985,2.8951933646687405e-05,6.5,6.0,0.828,13.7,0,1,0,0,0,0,0
380,2003,76.0,89.0,0.12,0.0531167752395233,99.0,24,29.1,0.0,99.0,0.26225854383358094,92.0,0.1,0.08398797359132985,2.8951933646687405e-05,6.6,6.1,0.823,13.4,0,1,0,0,0,0,0
381,2002,74.8,95.0,0.13,0.6944603943803974,99.0,0,28.0,0.0,99.0,0.225111441307578,94.0,0.1,0.08398797359132985,2.8951933646687405e-05,6.7,6.1,0.82,13.3,0,1,0,0,0,0,0
382,2001,74.7,19.0,0.47,0.795460773899268,99.0,11,27.0,0.0,99.0,0.23997028231797918,97.0,0.1,0.08398797359132985,2.8951933646687405e-05,6.8,6.2,0.819,13.4,0,1,0,0,0,0,0
383,2000,74.4,16.0,0.37,0.008699607862751717,99.0,42,26.1,0.0,99.0,0.2325408618127786,99.0,0.1,0.012606016253263635,2.8951933646687405e-05,6.8,6.3,0.818,13.4,0,1,0,0,0,0,0
384,2015,74.5,137.0,0.01,0.0,92.0,0,65.7,1.0,91.0,0.0636775631500743,91.0,0.1,0.47191814728617515,0.5068676458116473,1.9,1.8,0.792,15.0,0,0,1,0,0,0,1
385,2014,74.3,138.0,12.03,0.11293328403148431,95.0,0,65.1,1.0,88.0,0.5995542347696879,88.0,0.1,0.5299550971563745,0.5101121689708287,1.9,1.9,0.787,14.8,0,0,1,0,0,0,1
386,2013,74.1,14.0,12.06,0.11036683836975986,95.0,14,64.5,1.0,95.0,0.5616641901931649,95.0,0.1,0.5179091159334722,0.5130198610970961,1.9,1.9,0.781,14.4,0,0,1,0,0,0,1
387,2012,73.9,139.0,10.99,0.6279032117649075,95.0,1,63.9,1.0,95.0,0.5007429420505201,95.0,0.1,0.49788911880398184,0.051961941906462236,1.9,1.9,0.778,14.3,0,0,1,0,0,0,1
388,2011,73.7,144.0,10.67,0.645379951842734,96.0,157,63.3,1.0,95.0,0.48365527488855864,95.0,0.1,0.5272889922461782,0.5188959031813444,2.0,2.0,0.775,14.2,0,0,1,0,0,0,1
389,2010,73.4,147.0,10.8,0.5652160478993469,95.0,16,62.7,1.0,94.0,0.5104011887072808,94.0,0.1,0.46177930084654145,0.5222339199018629,2.0,2.0,0.77,13.9,0,0,1,0,0,0,1
390,2009,73.2,152.0,10.93,0.4878345287872448,96.0,16,62.1,1.0,94.0,0.47622585438335807,94.0,0.1,0.46938774804526684,0.5256830131873234,2.0,2.1,0.768,13.8,0,0,1,0,0,0,1
391,2008,72.9,155.0,10.98,0.07963189361261798,96.0,1,61.5,1.0,96.0,0.4635958395245171,95.0,0.1,0.4923454772081881,0.5290808403658875,2.1,2.1,0.761,13.8,0,0,1,0,0,0,1
392,2007,72.6,157.0,10.89,0.4362097563768139,95.0,1,6.9,1.0,95.0,0.4487369985141159,95.0,0.1,0.4003334136213805,0.5328076603709393,2.1,2.2,0.755,13.5,0,0,1,0,0,0,1
393,2006,72.2,161.0,10.39,0.3750900776574622,96.0,1,6.3,1.0,96.0,0.46805349182763745,95.0,0.1,0.30450508697416656,0.005372913969046711,2.2,2.2,0.75,13.5,0,0,1,0,0,0,1
394,2005,72.1,16.0,10.48,0.33652876613305854,96.0,3,59.7,1.0,97.0,0.5520059435364041,96.0,0.1,0.2626949498046647,0.5408318653172994,2.2,2.3,0.745,13.5,0,0,1,0,0,0,1
395,2004,72.2,157.0,10.96,0.2832898406813946,94.0,0,59.1,1.0,94.0,0.5594353640416048,95.0,0.1,0.2281294730874828,0.05448979878617959,2.3,2.3,0.738,13.3,0,0,1,0,0,0,1
396,2003,72.0,155.0,11.19,0.023883209205421214,96.0,0,58.6,1.0,96.0,0.5245170876671619,96.0,0.1,0.018209531443538086,0.5490482122428124,2.3,2.4,0.729,12.9,0,0,1,0,0,0,1
397,2002,71.8,157.0,10.2,0.024533361049104502,88.0,0,58.1,1.0,94.0,0.5230312035661219,93.0,0.1,0.01929396261259654,0.5534145875235668,2.4,2.4,0.723,12.9,0,0,1,0,0,0,1
398,2001,71.6,16.0,10.72,0.018482462614084528,93.0,8,57.5,1.0,94.0,0.5096582466567607,94.0,0.1,0.11901516262371205,0.006292314398509809,2.4,2.5,0.713,12.9,0,0,1,0,0,0,1
399,2000,71.1,163.0,9.69,0.011235603520710595,94.0,46,57.0,1.0,94.0,0.4702823179791976,93.0,0.1,0.011312631221345834,0.05770176867362648,2.5,2.5,0.709,12.9,0,0,1,0,0,0,1
400,2015,59.9,26.0,0.01,0.0,91.0,99,19.4,61.0,91.0,0.0636775631500743,91.0,0.6,0.04143651821570159,0.12792447189024986,8.0,7.5,0.399,7.7,1,0,0,0,0,0,0
401,2014,59.3,268.0,0.01,0.006184515064460259,91.0,343,18.8,63.0,91.0,0.3410104011887073,91.0,0.6,0.004958596556503553,0.04337550453157784,8.2,7.7,0.398,7.7,1,0,0,0,0,0,0
402,2013,59.0,27.0,4.64,0.06561131853299118,88.0,375,18.2,66.0,89.0,0.4115898959881129,88.0,0.7,0.047096773364436434,0.1251774983029577,8.4,7.9,0.392,7.5,1,0,0,0,0,0,0
403,2012,58.6,271.0,4.75,0.05808892783702318,9.0,16,17.7,68.0,93.0,0.36849925705794945,93.0,0.8,0.045366841388501646,0.04337550453157784,8.6,8.1,0.384,7.2,1,0,0,0,0,0,0
404,2011,58.1,275.0,4.51,0.06309331169604687,91.0,860,17.1,71.0,93.0,0.3566121842496285,91.0,0.9,0.044895725026677,0.011874529663480377,8.8,8.4,0.377,6.7,1,0,0,0,0,0,0
405,2010,57.5,279.0,4.55,0.06670995855492522,91.0,16,16.6,74.0,93.0,0.5052005943536404,91.0,1.0,0.03872683983577004,0.11052457161200765,9.0,8.6,0.365,6.3,1,0,0,0,0,0,0
406,2009,56.9,283.0,4.55,0.0598390271222735,92.0,16,16.1,77.0,91.0,0.5230312035661219,92.0,1.1,0.0371946202261651,0.10692196246374741,9.3,8.8,0.356,5.9,1,0,0,0,0,0,0
407,2008,56.1,288.0,4.5,0.07949636573934347,93.0,395,15.6,3.5,92.0,0.475482912332838,93.0,1.5,0.038343113405705766,0.04337550453157784,9.5,9.1,0.345,5.4,1,0,0,0,0,0,0
408,2007,55.3,293.0,4.58,0.05451777101631504,89.0,12,15.1,3.5,93.0,0.46508172362555716,89.0,1.7,0.0319546146370387,0.10063882794663777,9.8,9.3,0.334,4.9,1,0,0,0,0,0,0
409,2006,54.3,32.0,4.73,0.0473740428331229,76.0,125,14.6,3.5,94.0,0.4613670133729569,86.0,0.1,0.02841256159566169,0.9765376354306138,1.0,9.6,0.325,4.7,1,0,0,0,0,0,0
410,2005,53.3,313.0,4.88,0.006467438041816549,6.0,253,14.2,3.5,94.0,0.4829123328380386,82.0,0.1,0.003058750644231443,0.09477584953976664,1.3,9.8,0.0,4.3,1,0,0,0,0,0,0
411,2004,52.4,323.0,4.54,0.04200601022772073,6.0,77,13.7,3.5,83.0,0.45170876671619614,79.0,0.1,0.02494938504892139,0.00942950355978147,1.5,1.1,0.0,3.9,1,0,0,0,0,0,0
412,2003,51.6,332.0,4.58,0.030684979828987515,6.0,16,13.3,3.5,83.0,0.38930163447251115,79.0,0.1,0.022318424419823242,0.8935969832932514,1.7,1.3,0.0,3.8,1,0,0,0,0,0,0
413,2002,51.0,338.0,4.53,0.0023565741887092047,6.0,16,12.9,3.5,69.0,0.36329866270430905,69.0,0.1,0.0016929471671147083,0.008678306803358396,11.0,1.6,0.0,3.6,1,0,0,0,0,0,0
414,2001,56.0,344.0,4.56,0.017036366007362694,6.0,16,12.5,3.5,62.0,0.3328380386329866,62.0,0.1,0.015781227936512196,0.8434583070618074,11.2,1.8,0.0,3.5,1,0,0,0,0,0,0
415,2000,51.0,348.0,3.71,0.014630510102783245,6.0,16,12.2,3.5,45.0,0.38855869242199104,45.0,0.1,0.01517273470485113,0.08247120712545218,11.4,11.1,0.0,3.4,1,0,0,0,0,0,0
416,2015,59.6,288.0,0.01,0.0,94.0,9,18.7,31.0,94.0,0.0636775631500743,94.0,0.7,0.002159862896164916,0.00846618092854218,7.3,7.2,0.406,10.6,1,0,0,0,0,0,0
417,2014,59.1,297.0,0.01,0.030421029593141666,95.0,0,18.2,32.0,95.0,0.5326894502228826,95.0,0.7,0.020995815543987897,0.06984795221207955,7.4,7.3,0.404,10.6,1,0,0,0,0,0,0
418,2013,58.6,33.0,0.01,0.029609607900184735,96.0,0,17.6,32.0,96.0,0.5891530460624071,96.0,1.0,0.018971377857800776,0.00678972274145436,7.4,7.4,0.398,10.5,1,0,0,0,0,0,0
419,2012,58.0,312.0,0.01,0.02856273745242412,96.0,49,17.1,33.0,96.0,0.5824665676077266,96.0,1.2,0.01779223151914972,0.06580823948022664,7.5,7.5,0.393,10.3,1,0,0,0,0,0,0
420,2011,57.4,321.0,4.16,0.002651859555446027,96.0,129,16.6,33.0,95.0,0.6099554234769687,96.0,1.5,0.0016738074458508597,0.00666063948607352,7.6,7.6,0.385,9.9,1,0,0,0,0,0,0
421,2010,56.8,33.0,4.16,0.02296560962406216,96.0,495,16.1,34.0,94.0,0.6277860326894502,96.0,1.9,0.015491203986554685,0.061904812679930095,7.7,7.7,0.361,9.3,1,0,0,0,0,0,0
422,2009,56.2,338.0,4.05,0.0014973904755438792,94.0,305,15.7,34.0,96.0,0.4895988112927192,94.0,0.1,0.001570179445152144,0.05994441369968781,7.8,7.8,0.336,8.6,1,0,0,0,0,0,0
423,2008,55.3,35.0,4.33,0.011794904496855997,92.0,173,15.2,35.0,89.0,0.5564635958395245,92.0,0.1,0.01313241761663174,0.5799022879300871,7.9,7.9,0.319,7.9,1,0,0,0,0,0,0
424,2007,54.8,355.0,4.54,0.001273279446190527,99.0,43,14.8,36.0,93.0,0.06909361069836553,99.0,0.1,0.001087940757706251,0.5606463568616754,8.0,8.0,0.309,7.2,1,0,0,0,0,0,0
425,2006,54.1,361.0,4.5,0.01567021097009149,92.0,784,14.5,36.0,88.0,0.826151560178306,92.0,0.1,0.01108271004173106,0.5419875417711084,8.1,8.2,0.29,5.9,1,0,0,0,0,0,0
426,2005,53.4,369.0,5.54,0.001288652202295419,87.0,0,14.1,37.0,82.0,0.7035661218424962,87.0,0.1,0.0009377210221362506,0.5241892346400989,8.2,8.3,0.286,5.6,1,0,0,0,0,0,0
427,2004,52.6,378.0,5.72,0.008279033903755574,83.0,2,13.8,38.0,76.0,0.5,83.0,0.1,0.008487506165783393,0.5071825863581455,8.4,8.4,0.279,5.2,1,0,0,0,0,0,0
428,2003,51.9,387.0,5.84,0.004826811690667912,6.0,224,13.5,38.0,75.0,0.362555720653789,82.0,0.1,0.007503395032777409,0.4909880045077455,8.5,8.5,0.276,4.7,1,0,0,0,0,0,0
429,2002,51.5,387.0,5.98,0.007123784885274191,6.0,1016,13.3,39.0,74.0,0.3551263001485884,81.0,0.1,0.008150291136870979,0.47604993657761174,8.7,8.7,0.268,4.4,1,0,0,0,0,0,0
430,2001,51.3,385.0,6.09,0.007831122626104805,6.0,0,13.0,40.0,72.0,0.3410104011887073,81.0,0.1,0.008913615335192178,0.46293400449093924,8.8,8.8,0.268,4.5,1,0,0,0,0,0,0
431,2000,58.0,386.0,6.61,0.007150833829586284,6.0,16,12.8,41.0,71.0,0.3424962852897474,93.0,0.1,0.009065864445496067,0.00045489843061453727,9.0,8.9,0.268,4.5,1,0,0,0,0,0,0
433,2014,52.8,47.0,0.01,0.0,76.0,50,27.4,3.5,76.0,0.3974739970282318,76.0,0.1,0.0013389353410233177,2.8951933646687405e-05,5.6,5.6,0.678,12.4,1,0,0,0,0,0,0
434,2013,52.3,412.0,3.15,0.0,8.0,48,26.8,3.5,79.0,0.4041604754829123,93.0,0.1,0.0013389353410233177,2.8951933646687405e-05,5.8,5.7,0.678,12.4,1,0,0,0,0,0,0
435,2012,52.0,415.0,3.24,0.0,82.0,137,26.2,3.5,83.0,0.42867756315007427,82.0,0.1,0.0013389353410233177,2.8951933646687405e-05,5.9,5.9,0.678,12.4,1,0,0,0,0,0,0
436,2011,51.7,419.0,3.13,0.0,62.0,628,25.6,3.5,58.0,0.4494799405646359,62.0,0.1,0.0013389353410233177,2.8951933646687405e-05,6.1,6.0,0.678,12.4,1,0,0,0,0,0,0
437,2010,51.5,417.0,3.15,0.0,85.0,441,25.0,3.5,81.0,0.44205052005943535,85.0,0.1,0.0013389353410233177,2.8951933646687405e-05,6.3,6.2,0.678,12.4,1,0,0,0,0,0,0
438,2009,51.0,426.0,2.92,0.0,81.0,183,24.4,3.5,77.0,0.4487369985141159,81.0,0.1,0.0013389353410233177,2.8951933646687405e-05,6.5,6.4,0.678,12.4,1,0,0,0,0,0,0
439,2008,54.0,437.0,2.69,0.0,74.0,12,23.8,3.5,58.0,0.43387815750371467,74.0,0.1,0.0013389353410233177,2.8951933646687405e-05,6.6,6.6,0.678,12.4,1,0,0,0,0,0,0
440,2007,49.9,443.0,2.58,0.0,76.0,5,23.2,3.5,75.0,0.4442793462109955,76.0,0.1,0.0013389353410233177,2.8951933646687405e-05,6.8,6.7,0.678,12.4,1,0,0,0,0,0,0
441,2006,49.4,452.0,2.65,0.0,77.0,11,22.6,3.5,76.0,0.4086181277860327,77.0,0.1,0.0013389353410233177,2.8951933646687405e-05,7.0,6.9,0.678,12.4,1,0,0,0,0,0,0
442,2005,48.7,466.0,3.11,0.0,76.0,115,22.1,3.5,87.0,0.3729569093610698,76.0,0.1,0.0013389353410233177,2.8951933646687405e-05,7.2,7.1,0.678,12.4,1,0,0,0,0,0,0
443,2004,48.2,472.0,3.08,0.0,67.0,16,21.5,3.5,76.0,0.36181277860326894,67.0,0.1,0.0013389353410233177,2.8951933646687405e-05,7.3,7.3,0.678,12.4,1,0,0,0,0,0,0
444,2003,48.0,473.0,3.12,0.0,63.0,16,2.9,3.5,68.0,0.3179791976225855,61.0,0.1,0.0013389353410233177,2.8951933646687405e-05,7.5,7.5,0.678,12.4,1,0,0,0,0,0,0
445,2002,47.7,473.0,3.13,0.0,48.0,16,2.4,3.5,93.0,0.30460624071322434,64.0,0.1,0.0013389353410233177,2.8951933646687405e-05,7.7,7.7,0.678,12.4,1,0,0,0,0,0,0
446,2001,47.8,467.0,3.15,0.0,1.0,16,19.9,3.5,93.0,0.3328380386329866,66.0,0.1,0.0013389353410233177,2.8951933646687405e-05,7.9,7.9,0.678,12.4,1,0,0,0,0,0,0
448,2015,73.3,114.0,0.01,0.0,96.0,0,31.3,0.0,93.0,0.0636775631500743,93.0,0.2,0.19927771407503114,0.03762896938954424,6.6,6.6,0.646,13.5,1,0,0,0,0,0,0
449,2014,73.0,117.0,0.01,0.3053226214081262,97.0,0,3.5,0.0,95.0,0.32615156017830604,95.0,0.2,0.23812158251679294,0.0371716700668712,6.8,6.7,0.643,13.5,1,0,0,0,0,0,0
450,2013,72.8,12.0,0.01,0.24013609168411792,94.0,0,29.7,0.0,93.0,0.29123328380386326,93.0,0.2,0.24009097249031577,0.00036592419550520523,6.9,6.9,0.643,13.6,1,0,0,0,0,0,0
451,2012,72.7,121.0,0.01,0.024748039428063504,94.0,0,29.0,0.0,94.0,0.3150074294205052,94.0,0.3,0.023407702340456228,0.03629195497084576,7.1,7.1,0.636,13.2,1,0,0,0,0,0,0
